user_id,process_sequence
user_51,"[[32.56691269810839, ""process_44""], [27.82259092840848, ""process_12""], [10.67513722533179, ""process_1""], [19.915922493881737, ""process_0""], [17.575137531525876, ""process_5""], [27.951252400769437, ""process_17""], [31.460048343510525, ""process_12""]]"
user_51,"[[11.39257649260859, ""process_43""], [13.178373796095201, ""process_28""], [16.575126786548047, ""process_5""], [32.20390222748038, ""process_12""], [30.347614864789506, ""process_41""], [32.40527438847345, ""process_16""]]"
user_51,"[[38.746256795686335, ""process_23""], [33.69791811672696, ""process_12""], [28.358419011694245, ""process_40""], [30.266344938644156, ""process_12""], [32.117315350761096, ""process_16""], [30.285809020724223, ""process_22""]]"
user_51,"[[38.62281130301497, ""process_23""], [32.62734665240601, ""process_24""], [30.352108963967073, ""process_43""], [28.819374189964424, ""process_29""], [31.12565592232671, ""process_45""]]"
user_51,"[[41.03824414540025, ""process_5""], [33.25591410575607, ""process_39""], [30.115756362087524, ""process_17""], [30.454320077496163, ""process_17""], [10.03043448944225, ""process_37""], [13.585039577460961, ""process_11""]]"
user_51,"[[9.453279450897101, ""process_1""], [31.886460235973587, ""process_15""], [22.43293925075139, ""process_8""], [31.911077789822638, ""process_30""], [22.423091169818964, ""process_46""], [35.97186992182772, ""process_38""]]"
user_51,"[[39.64927026170028, ""process_49""], [31.750783210165274, ""process_30""], [30.41650715991699, ""process_43""], [28.890766754925046, ""process_43""], [30.41220279852586, ""process_12""], [30.26694990144774, ""process_33""]]"
user_51,"[[37.9796902125676, ""process_9""], [33.507875759958765, ""process_24""], [17.046360911729565, ""process_26""], [30.77737092038075, ""process_12""], [9.031219127324357, ""process_3""], [18.634406200338542, ""process_0""], [8.923962798552154, ""process_32""], [21.830888636713595, ""process_41""]]"
user_51,"[[39.670716830739494, ""process_49""], [34.005323200345735, ""process_42""], [29.673388068429812, ""process_12""], [27.267298593064144, ""process_43""], [31.66523710951979, ""process_19""], [28.822523496022047, ""process_25""]]"
user_51,"[[40.722886430260566, ""process_49""], [33.29681924619881, ""process_39""], [17.7845032023007, ""process_49""], [31.001087843035478, ""process_16""], [31.43962663021652, ""process_0""]]"
user_51,"[[38.04636912585439, ""process_4""], [33.78467701973945, ""process_24""], [23.500842316428606, ""process_49""], [22.171437643027133, ""process_27""], [22.058921431293538, ""process_42""], [23.503349658414187, ""process_27""], [24.398821684008077, ""process_10""], [23.315324589813972, ""process_29""]]"
user_51,"[[40.267201061428935, ""process_12""], [8.388854551088047, ""process_32""], [19.54369138587846, ""process_17""], [29.96033888249863, ""process_24""], [28.696084466971232, ""process_16""], [29.9248057860283, ""process_12""], [30.426753823920706, ""process_30""]]"
user_51,"[[39.67577310877331, ""process_44""], [33.69461713659336, ""process_24""], [16.97969190386364, ""process_36""], [29.15199284962438, ""process_1""], [30.483613156013785, ""process_12""], [31.767299957675917, ""process_17""], [29.055474820983516, ""process_22""], [27.88215021983092, ""process_12""]]"
user_51,"[[41.31766273049966, ""process_49""], [33.382031694379556, ""process_22""], [16.533812202234444, ""process_23""], [37.61954461677129, ""process_37""], [37.68996179365108, ""process_6""], [34.274026574918494, ""process_21""]]"
user_51,"[[39.3582754428592, ""process_27""], [32.87479491636804, ""process_18""], [15.124235105275016, ""process_2""], [26.72677336809086, ""process_18""], [20.166107491723768, ""process_41""]]"
user_51,"[[41.575138767271625, ""process_9""], [8.502889444622722, ""process_14""], [15.186118109273805, ""process_34""], [30.149144439118906, ""process_16""], [29.788381953670772, ""process_12""]]"
user_51,"[[39.591009376226154, ""process_0""], [32.831442173551615, ""process_39""], [17.224110565454463, ""process_5""], [30.867733804214094, ""process_12""], [30.65045842830311, ""process_17""], [29.529706025425085, ""process_43""]]"
user_51,"[[39.95071916051292, ""process_12""], [32.54536895681364, ""process_48""], [17.49911395382449, ""process_33""], [22.085186644445113, ""process_46""], [22.933728471023844, ""process_46""], [24.238563753344625, ""process_2""]]"
user_51,"[[39.54998759949708, ""process_9""], [19.74884373976902, ""process_0""], [9.173836164572482, ""process_12""], [13.93543805867797, ""process_47""], [17.741053389858084, ""process_19""], [29.144502626065798, ""process_22""], [29.792326681403434, ""process_16""]]"
user_51,"[[39.69541893391558, ""process_3""], [33.42654890025631, ""process_4""], [17.069302572827468, ""process_41""], [30.76953311349554, ""process_46""], [30.89812535220738, ""process_16""]]"
user_51,"[[41.19287366941424, ""process_44""], [10.155731686893015, ""process_14""], [20.033287894370513, ""process_41""], [9.489338901417423, ""process_32""], [14.375686778517528, ""process_47""], [17.56386362087533, ""process_19""]]"
user_51,"[[39.82794700280945, ""process_49""], [22.281661241752904, ""process_21""], [30.216505677868064, ""process_10""], [29.64185516168762, ""process_17""], [31.260652751379833, ""process_22""], [31.843557545781415, ""process_9""], [29.995189937578818, ""process_16""]]"
user_51,"[[33.54228489661058, ""process_30""], [22.12461754926768, ""process_5""], [22.566601052635445, ""process_29""], [25.76093553007532, ""process_26""], [35.94775768116773, ""process_25""], [37.38016649826309, ""process_6""]]"
user_51,"[[40.419891648175145, ""process_23""], [11.177265789637271, ""process_1""], [27.467854026708817, ""process_3""], [28.46755855570179, ""process_12""], [28.368325728949067, ""process_16""], [29.613726869874704, ""process_49""], [29.06272688699173, ""process_22""]]"
user_51,"[[39.76031026076473, ""process_28""], [33.237579735819075, ""process_30""], [17.64027179847448, ""process_19""], [28.966947307656383, ""process_16""], [30.663336063192276, ""process_12""], [29.519249005607488, ""process_12""]]"
user_51,"[[39.066753229004796, ""process_49""], [33.76572149172363, ""process_40""], [18.07994865727982, ""process_33""], [30.56099294683634, ""process_16""], [28.899243757133977, ""process_16""], [28.710524055595595, ""process_42""], [29.28020297957848, ""process_22""]]"
user_51,"[[40.47118505575425, ""process_49""], [10.744170579531703, ""process_32""], [12.938437157028277, ""process_47""], [18.541646646413515, ""process_36""], [37.59805957353976, ""process_25""], [33.043443550797086, ""process_24""]]"
user_51,"[[39.57560844703486, ""process_49""], [36.03943367773534, ""process_24""], [24.025537704614635, ""process_46""], [23.787533366744523, ""process_29""], [32.188691791031424, ""process_24""]]"
user_51,"[[41.06632856742543, ""process_9""], [33.47551606387748, ""process_30""], [30.541091475978853, ""process_12""], [29.71758847147993, ""process_16""], [29.779095494221014, ""process_22""], [30.21443369969869, ""process_26""], [31.166810554177882, ""process_31""]]"
user_51,"[[39.30452818770274, ""process_23""], [10.463616912540724, ""process_32""], [21.278266221608273, ""process_30""], [11.769047836691882, ""process_2""], [18.298857821771755, ""process_41""]]"
user_52,"[[15.3373325181998, ""process_19""], [12.807627660179534, ""process_10""], [36.43561102537461, ""process_38""], [26.110549178373972, ""process_31""], [31.170677964177607, ""process_12""], [41.11478917207998, ""process_49""], [10.368674628745884, ""process_34""], [13.704511025477366, ""process_10""]]"
user_52,"[[15.610527344685975, ""process_26""], [30.93919050527876, ""process_22""], [17.844622212222664, ""process_26""], [9.013151313544824, ""process_1""], [9.452216092503715, ""process_35""], [10.461274510979328, ""process_14""], [12.448445380766076, ""process_47""]]"
user_52,"[[18.064032876440958, ""process_36""], [10.176185758384573, ""process_32""], [14.048198285192713, ""process_48""], [37.909500674500116, ""process_6""], [30.49584092671668, ""process_20""], [24.27592004067594, ""process_46""], [13.489021203860199, ""process_1""], [36.00244558064495, ""process_38""]]"
user_52,"[[16.56654483780824, ""process_26""], [10.445354837949116, ""process_26""], [12.181270947321453, ""process_15""], [36.49450777558179, ""process_21""], [26.235127353980456, ""process_13""]]"
user_52,"[[16.741462637662515, ""process_26""], [9.540599978111452, ""process_37""], [13.619317924739367, ""process_42""], [36.08998006108688, ""process_38""], [25.962392641515624, ""process_13""], [10.54284995567648, ""process_8""], [10.288415180699273, ""process_1""], [12.840266406296177, ""process_31""]]"
user_52,"[[15.073421547062388, ""process_5""], [8.406516981001163, ""process_32""], [13.840482245164615, ""process_20""], [27.472278839191908, ""process_18""], [37.163051911485866, ""process_25""], [25.861024031707206, ""process_45""], [17.979921404772842, ""process_46""], [29.05377614505899, ""process_8""]]"
user_52,"[[16.96788442112922, ""process_3""], [13.701514999003292, ""process_45""], [37.10240493878819, ""process_8""], [26.973607560496824, ""process_10""], [11.87144049267897, ""process_46""]]"
user_52,"[[16.736339272646813, ""process_36""], [10.797764461981448, ""process_1""], [12.503917210106005, ""process_15""], [36.738360403819755, ""process_23""], [25.554065805021864, ""process_18""], [8.42042775101329, ""process_32""]]"
user_52,"[[15.69040264964801, ""process_25""], [11.903451681455172, ""process_34""], [10.246164383757792, ""process_48""], [13.681529890355261, ""process_47""], [37.82173354702225, ""process_38""], [27.12417091101045, ""process_6""]]"
user_52,"[[16.306527169474197, ""process_33""], [9.672490128105995, ""process_1""], [12.664313608788575, ""process_47""], [38.27485490818371, ""process_38""], [25.885603098054688, ""process_40""], [10.63360570699725, ""process_14""]]"
user_52,"[[16.24910479448279, ""process_26""], [20.909434423608918, ""process_44""], [19.394072076024624, ""process_3""], [29.219117568823496, ""process_16""], [13.4088571252409, ""process_47""]]"
user_52,"[[17.44494851755851, ""process_29""], [9.25263798544438, ""process_14""], [11.873495101458476, ""process_15""], [10.535885119835099, ""process_32""], [15.090462453389007, ""process_47""], [24.67835115277563, ""process_1""], [16.91102698002161, ""process_6""]]"
user_52,"[[18.53671214547927, ""process_36""], [10.084119683676006, ""process_32""], [14.192933881147232, ""process_15""], [9.467868395905649, ""process_14""], [13.727406080335635, ""process_17""], [36.47406961114721, ""process_25""], [28.005811188462495, ""process_18""]]"
user_52,"[[17.516220545053187, ""process_36""], [10.386811212287336, ""process_32""], [12.186496483625046, ""process_47""], [35.56715168780763, ""process_38""], [13.777302622619734, ""process_47""], [35.68455466088637, ""process_25""]]"
user_52,"[[17.322694081335435, ""process_7""], [9.160509311847099, ""process_19""], [13.004215968303502, ""process_11""], [37.067430160663314, ""process_38""], [26.280481828557043, ""process_3""]]"
user_52,"[[16.505470083944136, ""process_5""], [10.391622922491493, ""process_25""], [14.028646150230022, ""process_47""], [38.5285491271958, ""process_0""], [25.505461831069145, ""process_20""], [10.672990802724032, ""process_48""], [12.545226172943625, ""process_19""]]"
user_52,"[[15.613510505203761, ""process_19""], [10.617178933785498, ""process_32""], [13.07184327453421, ""process_15""], [35.85764277038951, ""process_37""], [26.148372841586948, ""process_18""]]"
user_52,"[[15.95091097288847, ""process_33""], [10.099905642518255, ""process_14""], [12.219337182532238, ""process_7""], [36.11344923270212, ""process_37""], [26.246599762031924, ""process_31""], [17.113696282010647, ""process_10""], [11.201990554816438, ""process_14""], [13.345109392606556, ""process_11""]]"
user_52,"[[17.445456076172075, ""process_19""], [10.543373116812681, ""process_1""], [13.085755563294331, ""process_47""], [37.1762836849353, ""process_49""], [26.92241480194436, ""process_18""]]"
user_52,"[[18.328063157978207, ""process_19""], [12.27002394566105, ""process_26""], [37.523294919455736, ""process_25""], [27.376592297787457, ""process_18""], [8.8591518710869, ""process_1""]]"
user_52,"[[17.181295176639075, ""process_5""], [14.623472848682763, ""process_47""], [35.95426706576093, ""process_25""], [27.46045994048701, ""process_31""], [30.15920007878377, ""process_33""], [18.412864030676843, ""process_36""], [8.295145392253694, ""process_32""], [12.856829942156256, ""process_28""]]"
user_52,"[[16.442556434615483, ""process_36""], [12.489114374813493, ""process_47""], [35.029834126593514, ""process_25""], [26.17579557766578, ""process_43""], [17.34575463194692, ""process_5""], [9.524275295429993, ""process_48""], [12.069862873428125, ""process_28""], [35.41465545703056, ""process_32""]]"
user_52,"[[13.512366217777078, ""process_26""], [37.337736070134056, ""process_6""], [26.46787470547611, ""process_3""], [18.009360406724415, ""process_26""], [36.39236151894811, ""process_37""]]"
user_52,"[[19.064302709379465, ""process_26""], [20.52404023114417, ""process_48""], [20.04458439092027, ""process_0""], [36.08611343369939, ""process_40""], [8.111882380555278, ""process_12""], [14.256568734888933, ""process_15""], [36.94337503041204, ""process_45""]]"
user_52,"[[16.474246217478125, ""process_33""], [8.955344489135214, ""process_7""], [14.293756228544858, ""process_15""], [25.945189264525233, ""process_3""], [17.326029724332432, ""process_5""], [20.75098989617958, ""process_41""], [19.380014349242735, ""process_44""], [18.420695354961936, ""process_0""]]"
user_52,"[[16.354088336086885, ""process_17""], [10.037828816556694, ""process_48""], [14.31315014647167, ""process_11""], [31.429688528036323, ""process_12""], [40.49353791409805, ""process_49""], [36.05968746600134, ""process_21""]]"
user_52,"[[14.69683366755466, ""process_26""], [10.150841514388727, ""process_48""], [14.449344660973322, ""process_47""], [25.91443446317542, ""process_36""], [29.49988034212212, ""process_34""], [10.000795017338117, ""process_1""]]"
user_52,"[[17.50754568979099, ""process_19""], [12.99191708591109, ""process_47""], [26.016283290471417, ""process_18""], [17.523689550367642, ""process_30""], [29.355939060595997, ""process_7""], [39.64138759195254, ""process_23""], [37.8589690276984, ""process_21""], [27.38399391263506, ""process_20""]]"
user_52,"[[17.73722354908268, ""process_1""], [13.648100179360998, ""process_7""], [37.39103296319984, ""process_25""], [29.516079861534415, ""process_16""], [23.420377560964877, ""process_21""], [32.51352137078229, ""process_39""], [10.36959326677478, ""process_14""], [14.116034220151997, ""process_47""]]"
user_52,"[[16.647094223954117, ""process_26""], [9.187725278653595, ""process_48""], [13.122853516670778, ""process_47""], [37.36582638997833, ""process_37""], [26.414503441395006, ""process_3""], [29.06421887218096, ""process_16""], [21.668882021815975, ""process_45""], [34.81921973767674, ""process_30""]]"
user_52,"[[16.381975537859528, ""process_21""], [13.509436504375778, ""process_18""], [37.95387597269826, ""process_25""], [26.2132587426505, ""process_31""], [36.568247720827976, ""process_38""], [26.43962078409106, ""process_3""], [31.808684100689515, ""process_43""], [18.346338280781275, ""process_41""]]"
user_52,"[[16.475312950106545, ""process_0""], [7.939559525709293, ""process_45""], [14.042537270241716, ""process_15""], [36.601865608765884, ""process_37""], [27.976848299870998, ""process_29""], [10.908379791927121, ""process_18""], [8.678054610974892, ""process_47""]]"
user_52,"[[9.289503268379223, ""process_30""], [8.082538615286223, ""process_12""], [14.035707975384168, ""process_46""], [26.485890745732462, ""process_3""], [10.257029620425625, ""process_49""], [13.211625657588323, ""process_15""]]"
user_52,"[[17.702182930720895, ""process_49""], [16.683229941387626, ""process_19""], [16.484099613743396, ""process_33""], [29.34982440053862, ""process_16""], [19.612421053104075, ""process_0""], [19.84757254031778, ""process_39""], [21.673071871525302, ""process_0""], [19.75288833297357, ""process_44""]]"
user_52,"[[16.146756666813452, ""process_41""], [9.228863566598976, ""process_14""], [14.132029813713848, ""process_28""], [37.8526621638096, ""process_38""], [24.908390145380427, ""process_3""], [29.282162343812452, ""process_17""], [15.002608388355231, ""process_17""]]"
user_52,"[[17.655250318647493, ""process_1""], [29.695874402310473, ""process_41""], [11.23865407454152, ""process_1""], [12.40409032138954, ""process_28""], [29.03271129827175, ""process_17""]]"
user_52,"[[16.05113578162341, ""process_26""], [32.0640706643873, ""process_16""], [9.983039294704234, ""process_14""], [14.725499494632986, ""process_11""], [35.3585270449859, ""process_43""], [14.206107838160717, ""process_17""], [35.966762274153254, ""process_21""]]"
user_52,"[[8.514971633518583, ""process_14""], [13.578877513658476, ""process_10""], [37.5325054993763, ""process_25""], [27.66759441278879, ""process_20""], [11.513773793065958, ""process_48""], [13.506449605920043, ""process_47""]]"
user_52,"[[19.83255938211434, ""process_44""], [19.476608837367902, ""process_25""], [31.072999923084897, ""process_8""], [21.384994919829502, ""process_42""], [20.129307634370942, ""process_41""], [20.178385145956327, ""process_0""], [19.681444019504426, ""process_45""]]"
user_52,"[[16.022117314343646, ""process_33""], [10.275017098199173, ""process_32""], [9.567214041919646, ""process_24""], [12.613231154335672, ""process_4""], [37.23798094864639, ""process_42""], [27.36855805307459, ""process_3""], [18.92780550992793, ""process_33""]]"
user_52,"[[16.447484446504596, ""process_18""], [9.229274864046987, ""process_32""], [10.329028754162826, ""process_32""], [16.16925607669997, ""process_33""], [9.74684101220664, ""process_14""], [12.905200818721061, ""process_47""], [28.058641800551978, ""process_31""]]"
user_52,"[[17.824542953669617, ""process_5""], [31.1706580224253, ""process_16""], [23.64698390576055, ""process_0""], [13.090947331607232, ""process_15""], [27.229027618678188, ""process_13""], [18.71162779796525, ""process_26""], [18.235945075769937, ""process_19""]]"
user_52,"[[15.59633751961524, ""process_5""], [13.638523857675597, ""process_47""], [38.15493647203513, ""process_21""], [25.40538103980484, ""process_31""], [31.41125522072777, ""process_32""], [16.478158260922335, ""process_47""], [35.860513406363765, ""process_37""], [26.57695131697829, ""process_13""]]"
user_52,"[[17.244845019945167, ""process_26""], [13.989240896469468, ""process_7""], [37.96404617706314, ""process_48""], [14.084081525943944, ""process_47""], [37.22749432488865, ""process_38""]]"
user_52,"[[9.243311456535691, ""process_23""], [36.29533629086746, ""process_38""], [26.33098836641663, ""process_19""], [16.92661269492343, ""process_26""], [8.830681338724007, ""process_32""], [12.795491506625421, ""process_31""], [9.404158915930804, ""process_14""], [13.706534438443276, ""process_47""]]"
user_52,"[[17.057801226327783, ""process_19""], [10.450372703434828, ""process_32""], [13.909425132574647, ""process_47""], [31.183277229671333, ""process_12""], [39.53443434199073, ""process_9""], [36.543122509285595, ""process_25""], [26.726990266993244, ""process_31""], [16.03910914627346, ""process_21""]]"
user_52,"[[16.12105091002403, ""process_31""], [13.386152751056052, ""process_24""], [37.57110312007049, ""process_21""], [27.120412592487497, ""process_18""], [18.497121056317955, ""process_5""], [11.815224511498517, ""process_14""], [13.45173658240929, ""process_8""]]"
user_52,"[[18.30454349065897, ""process_26""], [19.366123712190657, ""process_25""], [19.610444489187074, ""process_0""], [21.059566377140346, ""process_0""], [32.52664942114155, ""process_40""], [19.240760895044975, ""process_44""]]"
user_52,"[[22.90249112230453, ""process_46""], [14.612924649067285, ""process_15""], [37.7344775355203, ""process_21""], [27.812759302129887, ""process_0""], [35.65889759154095, ""process_25""], [27.54072736321485, ""process_23""], [9.50989214766369, ""process_39""], [10.175652241757545, ""process_7""]]"
user_52,"[[18.083521797811546, ""process_41""], [16.778915637752707, ""process_5""], [11.47527184423269, ""process_32""], [13.75002624676761, ""process_47""], [36.35236283799318, ""process_33""], [26.758107934025038, ""process_20""]]"
user_52,"[[15.587791192382472, ""process_33""], [9.49564585488011, ""process_32""], [10.320161532387624, ""process_14""], [14.243332435400056, ""process_7""], [35.20102317880018, ""process_3""], [13.4026859498247, ""process_47""], [10.85894839825092, ""process_32""], [11.617280606985938, ""process_30""]]"
user_52,"[[17.74733644977211, ""process_39""], [13.197248379498326, ""process_15""], [39.52736782754947, ""process_22""], [26.573427158907435, ""process_18""], [15.757857437438135, ""process_33""], [15.183279524001524, ""process_15""], [37.50220365128107, ""process_6""]]"
user_52,"[[17.62429732643188, ""process_36""], [13.283182289054702, ""process_15""], [37.21541259255918, ""process_24""], [25.556814744602136, ""process_9""], [37.829662430028925, ""process_6""]]"
user_52,"[[17.523289511971065, ""process_19""], [7.334599891222487, ""process_48""], [13.331985547681105, ""process_11""], [37.786743979723134, ""process_38""], [27.463441809410508, ""process_18""], [17.29657296208818, ""process_3""], [14.05504055907673, ""process_47""]]"
user_53,"[[18.95076371039431, ""process_41""], [22.059305421931793, ""process_40""], [40.05107282668964, ""process_9""], [19.921446838540522, ""process_1""], [38.4238080726556, ""process_38""]]"
user_53,"[[38.12800480078377, ""process_21""], [16.32686142197764, ""process_19""], [29.306718113492405, ""process_17""], [22.727454499617206, ""process_11""], [21.163901722110978, ""process_0""]]"
user_53,"[[36.63849780494058, ""process_25""], [15.625638803222696, ""process_19""], [36.7411367867399, ""process_38""], [15.777822383982821, ""process_4""], [32.29421234562783, ""process_12""], [23.12500216755973, ""process_18""], [25.250589857917312, ""process_12""]]"
user_53,"[[37.84143127333894, ""process_38""], [29.293630192346956, ""process_12""], [19.27262024751974, ""process_44""], [22.727507838009323, ""process_46""], [41.03095520531487, ""process_35""], [28.741530457310287, ""process_16""]]"
user_53,"[[36.24797992041577, ""process_6""], [17.16258151627137, ""process_33""], [29.67830249727235, ""process_33""], [20.789632224210848, ""process_32""], [20.301271909202338, ""process_42""], [13.429464286517033, ""process_26""]]"
user_53,"[[35.12352346558253, ""process_21""], [17.311011178532215, ""process_30""], [31.198480473214012, ""process_34""], [23.47864411322059, ""process_18""], [18.865109019834996, ""process_41""]]"
user_53,"[[37.24074156016753, ""process_25""], [30.06843230864618, ""process_37""], [18.665117064988387, ""process_42""], [36.93359758530032, ""process_38""], [21.67757303463927, ""process_10""], [26.738781326679117, ""process_18""], [24.31177950535682, ""process_13""]]"
user_53,"[[13.770785817682185, ""process_47""], [33.147079858561675, ""process_24""], [20.956737519395176, ""process_42""], [12.519600455193697, ""process_15""], [35.76493880272411, ""process_25""], [30.503643717441268, ""process_43""], [18.930411824168377, ""process_22""]]"
user_53,"[[36.381311218688104, ""process_38""], [29.28894149450902, ""process_16""], [19.218702053669592, ""process_45""], [12.803844615386891, ""process_15""], [36.25824917637627, ""process_25""], [9.02606405356091, ""process_25""], [40.947798792770925, ""process_49""], [18.01588821026984, ""process_41""]]"
user_53,"[[37.187373387484385, ""process_3""], [28.37408173584462, ""process_47""], [23.440144271832974, ""process_7""], [26.572595578965675, ""process_31""], [28.908985576077246, ""process_43""], [26.012434170223496, ""process_31""], [29.340352158907432, ""process_15""], [20.9572464434083, ""process_44""]]"
user_53,"[[37.16492125316543, ""process_6""], [15.513392029234689, ""process_36""], [36.02000760180303, ""process_24""], [30.908898882340658, ""process_16""], [19.762551512026704, ""process_44""], [23.97816265401448, ""process_27""], [39.40159154656295, ""process_2""], [19.04185013074646, ""process_41""]]"
user_53,"[[35.463016282193536, ""process_30""], [30.557320887681048, ""process_12""], [21.22146476001867, ""process_46""], [12.918719231014222, ""process_28""], [31.300757267548676, ""process_24""]]"
user_53,"[[13.980197488507784, ""process_47""], [32.42078096629369, ""process_40""], [17.508494427550175, ""process_33""], [30.277946488688087, ""process_11""], [20.319839840512078, ""process_26""], [37.7662397778067, ""process_38""], [29.100992419346223, ""process_29""]]"
user_53,"[[36.27673054386664, ""process_6""], [23.782999303081382, ""process_10""], [26.95344585652538, ""process_18""], [26.925443012752456, ""process_3""], [28.920282542575933, ""process_31""], [27.6395073372316, ""process_20""], [26.279641254159802, ""process_49""]]"
user_53,"[[37.590435047133276, ""process_21""], [17.618239895398904, ""process_5""], [9.208821312423261, ""process_48""], [39.50122844030513, ""process_4""], [20.985936287526677, ""process_45""], [12.078073190193514, ""process_7""], [40.32516449528678, ""process_49""], [19.763198512155945, ""process_42""]]"
user_53,"[[36.95918778655141, ""process_31""], [17.663276310132726, ""process_26""], [20.89211440615691, ""process_44""], [12.096438307301893, ""process_24""], [31.165950651316255, ""process_16""]]"
user_53,"[[35.01879152827543, ""process_37""], [28.596803617158482, ""process_43""], [19.130763102528014, ""process_44""], [13.153462540202902, ""process_15""], [23.84868767166016, ""process_10""], [25.353044249814943, ""process_13""]]"
user_53,"[[37.80853543161621, ""process_21""], [22.837855660131083, ""process_27""], [39.61217641275892, ""process_23""], [18.965760490525007, ""process_42""], [12.491663658021148, ""process_47""]]"
user_53,"[[36.85472509252173, ""process_21""], [30.92088327735454, ""process_12""], [24.681732072167673, ""process_29""], [20.649507220391992, ""process_0""], [13.123913264593073, ""process_15""], [34.18719089893456, ""process_30""], [17.904487291315725, ""process_19""], [35.54133555353752, ""process_6""]]"
user_53,"[[36.329103456177265, ""process_25""], [29.888772599386176, ""process_12""], [22.05263537129679, ""process_29""], [26.706655768016294, ""process_18""], [27.604244567111024, ""process_20""]]"
user_53,"[[36.046722938558, ""process_26""], [21.65326873591894, ""process_25""], [39.86714069989867, ""process_23""], [17.92649931201404, ""process_41""], [12.520830535760497, ""process_11""]]"
user_53,"[[37.20663127925817, ""process_38""], [31.250647845771695, ""process_17""], [20.190561758103122, ""process_45""], [36.43157961355276, ""process_25""], [16.6761758189581, ""process_42""], [35.83059272315752, ""process_37""], [10.031399057793136, ""process_14""], [34.6841609286779, ""process_39""]]"
user_53,"[[36.58462677971197, ""process_37""], [27.637763973260192, ""process_11""], [23.020897133060295, ""process_46""], [26.801380228160298, ""process_31""], [25.444139234756662, ""process_18""], [26.759715085962164, ""process_35""]]"
user_53,"[[36.14387011131518, ""process_37""], [29.660284463974424, ""process_26""], [20.599384007891228, ""process_28""], [12.726146235841297, ""process_36""], [37.24880322214481, ""process_37""], [18.24879482328058, ""process_26""]]"
user_53,"[[12.844520609868436, ""process_28""], [37.98244339566612, ""process_38""], [8.68860192308518, ""process_1""], [37.199319041483584, ""process_37""], [17.29134423872645, ""process_34""]]"
user_53,"[[36.73627296411997, ""process_21""], [24.22405604489769, ""process_29""], [27.782465373381942, ""process_18""], [27.08595066507883, ""process_3""], [29.924670343473334, ""process_16""]]"
user_53,"[[37.84759181325647, ""process_6""], [14.766304482419468, ""process_19""], [34.92669969909432, ""process_21""], [16.130939841521943, ""process_6""], [29.791485038535345, ""process_16""]]"
user_53,"[[36.78818340593819, ""process_21""], [28.297319950128628, ""process_16""], [20.271467631998966, ""process_45""], [13.515926631306872, ""process_7""], [36.703925200192906, ""process_6""], [29.292853971755033, ""process_43""]]"
user_53,"[[34.39468091289236, ""process_25""], [10.574458340685872, ""process_32""], [33.70234379184353, ""process_24""], [17.271203331729797, ""process_26""], [29.10407594595639, ""process_30""]]"
user_53,"[[36.19596855158842, ""process_38""], [30.98081157731533, ""process_16""], [22.67190061979013, ""process_10""], [25.5367663963196, ""process_11""], [25.60716152184761, ""process_20""], [26.943662285777023, ""process_20""]]"
user_53,"[[38.22636214919645, ""process_25""], [29.115568276894287, ""process_16""], [22.84827446035046, ""process_27""], [25.862406004042853, ""process_18""], [26.07719265348837, ""process_31""], [31.490540248354936, ""process_12""], [20.5727409467559, ""process_30""], [35.92800483561621, ""process_38""]]"
user_53,"[[36.293987782542736, ""process_30""], [28.113333380423345, ""process_16""], [20.447926807694266, ""process_45""], [12.826691899982356, ""process_7""], [29.375314102787684, ""process_17""], [19.153571836159912, ""process_0""], [13.156378205770697, ""process_11""]]"
user_53,"[[34.6563163126158, ""process_6""], [9.825511678680572, ""process_14""], [37.01255767035553, ""process_38""], [18.071603062088588, ""process_28""], [8.753577302618902, ""process_32""], [41.25720481330394, ""process_49""], [19.794540680128463, ""process_45""], [22.784636185180037, ""process_29""]]"
user_53,"[[36.6647401919729, ""process_25""], [10.18826570829593, ""process_34""], [38.50325914671349, ""process_35""], [20.44065278082238, ""process_45""], [23.486165123568163, ""process_29""], [42.655613084590286, ""process_4""], [18.627274278974003, ""process_41""], [24.55654788367094, ""process_46""]]"
user_53,"[[37.04057766595457, ""process_33""], [30.33371706100958, ""process_48""], [18.510712741796468, ""process_21""], [36.6007766087452, ""process_21""], [30.62077847134489, ""process_11""], [23.797376634034762, ""process_1""]]"
user_53,"[[35.76993853518972, ""process_21""], [27.94558196879927, ""process_43""], [21.928517735755754, ""process_41""], [14.268607669765457, ""process_28""], [33.4412140303135, ""process_39""], [16.728134516620464, ""process_33""]]"
user_53,"[[37.53319368638816, ""process_25""], [17.241045034087676, ""process_33""], [30.474693690017947, ""process_17""], [14.145219146257505, ""process_44""], [32.258706270073354, ""process_30""], [17.336507843987242, ""process_44""]]"
user_54,"[[34.73139528866669, ""process_19""], [17.41191807113735, ""process_36""], [31.91971416617735, ""process_4""], [19.25718875071657, ""process_42""], [12.885171290059613, ""process_47""], [36.82546184035615, ""process_25""], [30.138641583862963, ""process_12""], [23.13525005153052, ""process_29""]]"
user_54,"[[37.478563634623114, ""process_23""], [23.246917173291106, ""process_29""], [28.405154542781567, ""process_18""], [28.594244037842127, ""process_43""], [22.622672905734138, ""process_46""], [26.52301160027615, ""process_49""], [31.608412695910012, ""process_26""]]"
